date,index,direction,or_high,or_low,or_range_pct,breakout_time,breakout_price,entry_premium,exit_premium,lots,lot_size,quantity,gross_pnl,net_pnl,pnl_pct,exit_reason,dte
2024-03-01,NIFTY,CALL,22132.9,22047.75,0.0038620720935243487,10:00:00,22196.95,170.76,199.65,1,50,50,1244.26,1201.3,14.07,Hard close,6
2024-03-05,NIFTY,PUT,22406.55,22319.55,0.0038979280496246565,11:00:00,22288.65,98.99,78.64,1,50,50,-1217.56,-1258.7,-25.43,SL hit,2
2024-03-13,NIFTY,PUT,22446.75,22338.75,0.0048346483129091825,10:15:00,22287.05,69.99,117.76,2,50,100,4376.65,4333.18,61.91,Target hit,1
2024-03-14,NIFTY,CALL,22015.1,21917.5,0.004453062621193044,10:30:00,22071.05,183.39,171.67,1,50,50,-785.85,-828.39,-9.03,Hard close,7
2024-03-15,NIFTY,PUT,22120.4,22045.0,0.0034202767067362874,10:00:00,22013.1,169.34,134.23,1,50,50,-1955.66,-1997.65,-23.59,SL hit,6
2024-03-18,NIFTY,CALL,22044.0,21953.7,0.004113201874854775,12:15:00,22083.9,120.13,108.69,1,50,50,-772.13,-813.73,-13.55,Hard close,3
2024-03-22,NIFTY,CALL,21977.8,21888.6,0.004075180687663931,10:00:00,22030.9,169.48,178.9,1,50,50,271.04,228.39,2.7,Hard close,6
2024-04-04,NIFTY,PUT,22619.0,22521.75,0.00431804810905014,10:00:00,22373.75,185.91,118.99,1,50,50,-3546.09,-3587.84,-38.6,SL hit,7
2024-04-15,NIFTY,CALL,22373.55,22302.5,0.0031857415087994294,10:45:00,22424.55,121.98,89.19,1,50,50,-1839.44,-1880.75,-30.84,SL hit,3
2024-04-19,NIFTY,CALL,21866.45,21777.65,0.004077574944955,11:15:00,21909.75,168.55,261.2,1,50,50,4432.67,4388.78,52.08,Target hit,6
2024-05-02,NIFTY,CALL,22662.2,22567.85,0.004180726121451631,10:30:00,22686.95,188.51,139.34,1,50,50,-2658.68,-2700.74,-28.65,SL hit,7
2024-05-06,NIFTY,PUT,22577.15,22497.2,0.0035537755809612187,10:00:00,22466.35,122.21,96.97,1,50,50,-1461.95,-1503.38,-24.6,SL hit,3
2024-05-08,NIFTY,CALL,22282.65,22185.6,0.0043744591086111225,11:45:00,22307.8,70.06,45.68,2,50,100,-2838.27,-2879.58,-41.1,SL hit,1
2024-05-09,NIFTY,PUT,22307.75,22224.8,0.003732317051222091,10:00:00,22194.4,184.42,238.36,1,50,50,2496.91,2453.36,26.61,Hard close,7
2024-05-10,NIFTY,CALL,22050.55,21950.3,0.004567135756686697,10:00:00,22110.1,170.09,122.76,1,50,50,-2566.31,-2608.12,-30.67,SL hit,6
2024-05-13,NIFTY,PUT,22067.3,21929.4,0.006288361742683239,10:00:00,21886.1,119.05,86.74,1,50,50,-1815.39,-1856.66,-31.19,SL hit,3
2024-05-14,NIFTY,CALL,22182.7,22095.15,0.003962408039773401,12:45:00,22223.75,98.7,95.36,1,50,50,-367.13,-408.53,-8.28,Hard close,2
2024-05-17,NIFTY,CALL,22431.25,22353.05,0.0034984040209278255,10:30:00,22458.0,157.71,129.85,1,50,50,-1592.91,-1634.83,-20.73,Hard close,5
2024-05-21,NIFTY,CALL,22509.05,22404.55,0.0046642311494763345,11:45:00,22537.6,70.78,49.8,2,50,100,-2498.12,-2539.55,-35.88,SL hit,1
2024-05-30,NIFTY,PUT,22705.75,22617.25,0.003912942554908311,10:00:00,22558.5,187.44,146.05,1,50,50,-2269.72,-2311.88,-24.67,SL hit,7
2024-05-31,NIFTY,PUT,22647.25,22557.7,0.003969819618134795,10:30:00,22532.8,173.34,130.91,1,50,50,-2321.42,-2363.35,-27.27,SL hit,6
2024-06-05,NIFTY,CALL,22131.6,21791.95,0.015586030621399086,10:45:00,22217.5,69.78,136.02,1,50,50,3111.88,3069.87,87.99,Target hit,1
2024-06-06,NIFTY,CALL,22799.5,22642.6,0.00692941623311817,10:15:00,22851.5,189.88,150.58,1,50,50,-2165.19,-2207.42,-23.25,SL hit,7
2024-06-07,NIFTY,CALL,22943.35,22789.05,0.0067707956233366146,10:00:00,22980.25,176.78,268.37,1,50,50,4379.5,4335.5,49.05,Target hit,6
2024-06-13,NIFTY,PUT,23481.05,23409.1,0.0030735910393821517,10:15:00,23377.4,194.25,153.68,1,50,50,-2228.26,-2270.54,-23.38,SL hit,7
2024-06-19,NIFTY,PUT,23630.85,23554.3,0.0032499373787376095,10:00:00,23523.0,73.88,58.04,1,50,50,-992.25,-1033.09,-27.97,SL hit,1
2024-06-21,NIFTY,PUT,23667.1,23594.1,0.0030939938374424116,10:30:00,23546.2,181.13,139.47,1,50,50,-2283.03,-2325.09,-25.67,SL hit,6
2024-06-24,NIFTY,CALL,23439.2,23351.5,0.0037556473888187367,10:30:00,23480.1,127.72,116.84,1,50,50,-743.8,-785.53,-12.3,Hard close,3
2024-06-27,NIFTY,CALL,23887.45,23813.45,0.0031074875752988332,10:00:00,23945.95,198.97,146.57,1,50,50,-2819.79,-2861.96,-28.77,SL hit,7
2024-07-02,NIFTY,PUT,24236.35,24139.95,0.003993380267978923,12:30:00,24109.85,107.08,79.96,1,50,50,-1556.22,-1597.39,-29.84,SL hit,2
2024-07-10,NIFTY,PUT,24461.05,24383.6,0.00317631522826821,10:00:00,24330.75,76.41,121.87,1,50,50,2072.9,2031.11,53.16,Target hit,1
2024-07-12,NIFTY,CALL,24434.4,24342.45,0.0037773519099351433,10:45:00,24526.85,188.68,154.42,1,50,50,-1913.22,-1955.51,-20.73,Hard close,6
2024-07-19,NIFTY,PUT,24854.8,24727.75,0.005137952300552993,10:00:00,24685.85,189.9,210.42,1,50,50,825.85,782.73,8.24,Hard close,6
2024-07-22,NIFTY,CALL,24469.45,24362.3,0.004398189005143252,10:00:00,24556.0,133.57,105.03,1,50,50,-1627.21,-1668.76,-24.99,SL hit,3
