date,index,setup,direction,bias,gap_pct,signal_time,entry_time,entry_spot,entry_premium,sl_spot,tp_spot,lots,lot_size,quantity,partial1_lots,partial1_px,partial2_lots,partial2_px,exit_premium,gross_pnl,net_pnl,pnl_pct,exit_reason,dte
2024-02-13,BANKNIFTY,ORB,CALL,BULLISH,0.377,11:15:00,11:20:00,45316.7,142.32,45073.97,45728.17,1,15,15,0,0.0,0,0.0,117.57,-401.19,-441.72,-20.55,Hard SL,1
2024-02-13,BANKNIFTY,VWAP,CALL,BULLISH,0.377,12:55:00,13:00:00,45271.75,142.18,45126.75,0.0,1,15,15,1,222.25470955695687,0,0.0,222.25,1171.12,1130.12,52.62,Partial 1 + close,1
2024-02-14,BANKNIFTY,ORB,CALL,BEARISH,-0.892,10:50:00,10:55:00,45319.4,376.56,45056.29,45559.12,1,15,15,0,0.0,0,0.0,485.75,1607.85,1565.67,27.65,TP hit,7
2024-02-20,BANKNIFTY,ORB,CALL,NEUTRAL,-0.239,11:35:00,11:40:00,46850.8,147.14,46572.51,47098.92,1,15,15,1,201.68795986158156,0,0.0,201.69,788.22,747.32,33.63,Partial 1 + close,1
2024-02-21,BANKNIFTY,VWAP,CALL,BULLISH,0.502,11:35:00,11:40:00,47134.15,391.64,47035.2,0.0,1,15,15,0,0.0,0,0.0,330.14,-952.51,-993.99,-16.88,Hard SL,7
2024-02-22,BANKNIFTY,ORB,PUT,NEUTRAL,0.002,10:55:00,11:00:00,46524.15,357.9,46865.71,46458.55,1,15,15,0,0.0,0,0.0,383.77,358.11,316.39,5.88,TP hit,6
2024-02-23,BANKNIFTY,VWAP,PUT,NEUTRAL,0.247,13:20:00,13:25:00,46870.65,329.15,47038.85,0.0,1,15,15,0,0.0,0,0.0,265.82,-979.89,-1021.08,-20.62,Hard SL,5
2024-02-26,BANKNIFTY,ORB,PUT,BEARISH,-0.327,11:50:00,11:55:00,46562.85,206.8,46695.76,46191.4,1,15,15,0,0.0,0,0.0,171.7,-556.52,-597.29,-19.16,Hard SL,2
2024-02-27,BANKNIFTY,VWAP,CALL,NEUTRAL,-0.183,11:20:00,11:25:00,46512.35,146.07,46417.3,0.0,2,15,30,0,0.0,0,0.0,121.71,-790.83,-831.91,-18.86,Hard SL,1
2024-02-27,BANKNIFTY,PDH_PDL,CALL,NEUTRAL,-0.183,13:10:00,13:15:00,46656.7,146.53,46475.59,46486.76,1,15,15,0,0.0,0,0.0,158.27,146.08,105.38,4.76,VWAP TP,1
