date,index,setup,direction,bias,gap_pct,signal_time,entry_time,entry_spot,sl_spot,tp_spot,sl_pts,lots,lot_size,quantity,exit_spot,gross_pnl,net_pnl,pnl_pct,exit_reason
2024-12-24,BANKNIFTY,VWAP,PUT,NEUTRAL,0.016,11:30:00,11:35:00,51219.75,51322.19,0.0,102.44,1,15,15,51259.4,-579.75,-696.64,-0.09,NO_MOVE_EXTENDED
2024-12-26,BANKNIFTY,ORB,PUT,NEUTRAL,0.209,10:45:00,10:50:00,51116.65,51270.74,50798.38,154.09,1,15,15,51120.65,-45.0,-161.68,-0.02,NO_MOVE_EXTENDED
2024-12-30,BANKNIFTY,ORB,CALL,NEUTRAL,-0.18,11:25:00,11:30:00,51668.15,51514.01,51771.49,154.14,1,15,15,51790.9,1826.25,1708.56,0.22,TP hit
2024-12-31,BANKNIFTY,PDH_PDL,CALL,BEARISH,-0.494,11:40:00,11:45:00,50841.4,50739.72,50943.08,101.68,1,15,15,50876.1,505.5,389.19,0.05,NO_MOVE_EXTENDED
2025-01-01,BANKNIFTY,ORB,CALL,NEUTRAL,-0.083,10:50:00,10:55:00,51097.65,50944.74,51568.22,152.91,1,15,15,51110.55,178.5,61.83,0.01,NO_MOVE_EXTENDED
2025-01-03,BANKNIFTY,ORB,PUT,NEUTRAL,-0.075,11:05:00,11:10:00,51178.1,51332.19,50897.22,154.09,1,15,15,51354.0,-2623.5,-2740.53,-0.36,SL hit
2025-01-06,BANKNIFTY,ORB,PUT,NEUTRAL,0.032,11:10:00,11:15:00,50260.2,50411.77,49767.85,151.57,1,15,15,50163.2,1470.0,1354.76,0.18,NO_MOVE_EXTENDED
2025-01-08,BANKNIFTY,ORB,PUT,NEUTRAL,0.036,10:40:00,10:45:00,49636.9,49786.97,49537.63,150.07,1,15,15,49520.8,1756.5,1642.22,0.22,TP hit
2025-01-09,BANKNIFTY,ORB,PUT,NEUTRAL,-0.248,10:45:00,10:50:00,49426.05,49574.51,49019.73,148.46,1,15,15,49506.0,-1184.25,-1298.51,-0.18,Hard close (15:15)
2025-01-14,BANKNIFTY,PDH_PDL,PUT,BULLISH,0.45,10:15:00,10:20:00,48438.85,48536.06,48341.97,97.21,1,15,15,48563.7,-1857.75,-1970.59,-0.27,SL hit
2025-01-14,BANKNIFTY,ORB,CALL,BULLISH,0.45,11:15:00,11:20:00,48706.6,48560.75,49191.95,145.85,1,15,15,48558.55,-2235.75,-2348.59,-0.32,SL hit
2025-01-15,BANKNIFTY,SMC,PUT,NEUTRAL,-0.106,11:00:00,11:05:00,48945.8,49113.65,48610.1,167.85,1,15,15,48920.4,396.0,282.62,0.04,NO_MOVE_EXTENDED
2025-01-16,BANKNIFTY,VWAP,CALL,BULLISH,0.614,11:35:00,11:40:00,49301.2,49202.6,0.0,98.6,1,15,15,49271.95,-453.75,-567.66,-0.08,NO_MOVE_TREND_LOST
2025-01-17,BANKNIFTY,ORB,PUT,BEARISH,-0.864,10:35:00,10:40:00,48521.0,48666.78,47913.58,145.78,1,15,15,48535.25,-198.75,-311.55,-0.04,NO_MOVE_EXTENDED
